Дата;ID сообщения;Заголовок;Текст;Источник;Url;Тип источника;Язык;Инфоповод
24.03.2017 11:01;667730;На месте знаменитой петербургской «фабрике троллей» появился новый медиахолдинг;У него нет единого юридического лица, однако первые офисы всех изданий находились по тому же самому адресу – улица Савушкина 55 в Петербурге.       В Санкт-Петербурге появился медиахолдинг с аудиторией более 36 млн человек в месяц. Как пишет РБК,  у него есть общие руководители и, вероятно, один инвестор – структуры ресторатора Евгения Пригожина.      Главное издание новой медиагруппы – федеральное агентство новостей (ФАН), посещаемость которого – 11 миллионов уникальных пользователей в месяц. Всего в медиагруппу входит минимум 16 информационных онлайн-ресурсов, девять из которых официально зарегистрированы Роскомнадзором как СМИ, подсчитал РБК. Головной юридической структуры у группы связанных друг с другом сайтов нет. Но это не мешает руководству организации при знакомстве с представителями федеральных медиа использовать слово «холдинг», рассказал участник одной такой встречи. Уже сейчас «непрофильные» направления (бухгалтерия, IT и пр.) — общие для всех редакций, в группе и впрямь размышляют о необходимости «юридической красоты», сообщил источник, знакомый с работой «фабрики медиа».     Сейчас ФАН переехало в бизнес-центр «Ильич». Там же расположены редакции еще трех сайтов «фабрики». Управляет ими Алексей Никифоров — бывший глава строительной фирмы «Спецстройпроект», который объяснил РБК, что попал на новую работу по объявлению на сайте Headhunter, потому что ему «захотелось чего-то нового».      РБК отмечает что «фабрика медиа» с августа прошлого года буквально стремительно ворвалась в рейтинг цитируемости «Медиалогии», заняв по итогам года 7 место.;echo.msk.ru;http://echo.msk.ru/news/1950152-echo.html;Новости;Русский;Фабрика троллей
24.03.2017 11:17;667741;В недрах «фабрики троллей» вырос крупнейший в России медиахолдинг;"РБК обнаружил интернет-холдинг, который вырос всего за два года. Сейчас это минимум 16 порталов с аудиторией более 36 млн человек в месяц. Содержание «фабрики медиа» с 200–250 сотрудниками обходится до 260 млн руб. в год, вероятный инвестор структуры бизнесмен Евгений Пригожин. Посещаемость самого крупного портала группы — Федерального агентства новостей (ФАН) — в феврале 2017 года составила 11 млн человек, следует из статистики LiveInternet. По этому показателю ФАН обошло, например, сайты «Ведомостей» и «Коммерсанта». Совокупная посещаемость сайтов интернет-холдинга превышает 36 млн человек в месяц, что больше аудитории сайтов «РИА Новости» (около 28 млн) или, например, «Комсомольской правды» (примерно 33 млн человек), по данным LiveInternet. ФАН и еще несколько СМИ холдинга появились в 2014 году и изначально работали в доме 55 по улице Савушкина в Санкт-Петербурге. Именно здесь базируется скандально известная «фабрика троллей», сотрудники которой якобы должны писать в блогах и соцсетях комментарии в защиту действующей власти и пропагандировать патриотические ценности, об этом писали «Новая газета», «Фонтанка» и BBC. В 2015 году редакции СМИ переехали, сейчас они работают в бизнес-центре «Ильич», расположенном в нескольких километрах от Савушкина, 55. О причинах переезда сотрудникам сайтов тогда никто не говорил, но все понимали, что соседство с «фабрикой троллей» работало в минус, вспоминает бывший редактор ФАН. Директор агентства Евгений Зубарев в разговоре с журналом РБК отрицает связь редакции агентства с «фабрикой», а период «прописки» на Савушкина объясняет удобством и низкой стоимостью аренды помещения. В «Ильиче» помимо ФАН сейчас работают «Экономика сегодня», «Политика сегодня», «Народные новости», выяснил РБК. Менее чем через полгода после переезда — в конце 2015-го — на Савушкина появилась новая порция информационных площадок. Три из них — «Инфореактор», «ПолитЭксперт», «Ньюинформ» — в феврале 2017-го получили свидетельства Роскомнадзора. Учредителем СМИ выступает ООО «Новинфо», его единственный собственник Юрий Краснов подтвердил журналу РБК, что редакции работают на Савушкина, 55. Совокупная аудитория пяти порталов, созданных в конце 2015-го, в феврале достигла 9 млн человек.?? На «фабрике медиа» сейчас работают около 225–250 человек, средняя зарплата журналистов — около 50–55 тыс. руб. Содержание холдинга обходится примерно в 180 млн руб. в год (с учетом аренды), рассказал журналу РБК один из руководителей организации Алексей Никифоров. Источник, близкий к руководству группы, назвал другую сумму — почти 270 млн руб. Собеседник журнала РБК, близкий к руководству холдинга, говорит, что прибыли организация не приносит. Журнал РБК изучил все сайты «фабрики медиа»: на момент подготовки материала баннерная реклама была только на ФАНе (оператор связи МТС, строительный холдинг ЛСР), на «Политпазле» внутри статей выскакивали рекламные ролики. «Новая газета» ранее писала, что к финансированию «фабрики троллей» имеют отношение структуры известного ресторатора Евгения Пригожина. Собеседник журнала РБК из окружения бизнесмена подтверждает эту информацию. Никифоров называет холдинг «частной компанией, которая содержит себя за счет рекламы». Зубарев говорит, что деньги выделяет «частный инвестор», имя которого он не раскрывает. Имя таинственного «частного инвестора» он категорически отказывается называть: «Помогают ли структуры Пригожина? Я комментировать не могу». Подробнее на РБК: http://www.rbc.ru/technology_and_media/23/03/2017/58d2c2df9a7947273ccb28e5 Похожие записи: Греческий суд оправдал авторов заголовка ""Мошенники в семье евро"" За клевету тюрьма или штраф? Национализм в СМИ: цель аппарата президента или профнепригодность?";medialawca.org;http://medialawca.org/posts/24-03-2017/92776.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+medialaw_ca+%28%D0%9F%D1%80%D0%B0%D0%B2%D0%BE+%D0%B8+%D0%A1%D0%9C%D0%98+%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9+%D0%90%D0%B7%D0%B8%D0%B8%29;Новости;Русский;Фабрика троллей
24.03.2017 11:17;667669;Роскомнадзор заблокировал более 23 тысяч страниц за пропаганду терроризма;"http://www.itsec.ru/newstext.php?news_id=115659Роскомнадзор сообщил о блокировке свыше 23 тысяч страниц с пропагандой запрещенной в России террористической организации ""Исламское государство"" (ИГ) в интернете. Об этом пишет газета ""Известия"" со ссылкой на доклад ведомства.Согласно документу, около трети заблокированных службой экстремистских материалов размещено в соцсети ""ВКонтакте"" и на видеохостинге YouTube, причем оба ресурса самостоятельно ограничивают доступ к подобному контенту.Отмечается, что в ИГ было создано несколько русскоязычных редакций, которые создают фильмы и журналы в формате PDF, распространяемые через интернет. По данным ""Известий"", российские правоохранители отслеживают семь русскоязычных периодических изданий экстремистской направленности.В конце 2016 года глава Роскомнадзора Александр Жаров рассказал в интервью НТВ, что в рамках борьбы с экстремистскими материалами была удалена информация с 22 тыс. ресурсов. Около 10% страниц было заблокировано.";itsec.ru;http://www.itsec.ru/newstext.php?news_id=115659;Новости;Русский;ИГИЛ
24.03.2017 11:18;667681;СМИ сообщили о создании «Исламским государством» русскоязычных редакций;"При террористической организации «Исламское государство» действуют специальные русскоязычные редакции для создания контента на русском языке. Об этом сообщает газета «Известия» со ссылкой на источники в правоохранительных органах.

Русскоязычные редакции исламистов занимаются разработкой фильмов на русском языке и электронных журналов. Всего, как сообщили источники, российские правоохранительные органы осведомлены о существовании семи русскоязычных журналов террористов. В частности, в сентябре 2016 года вышел первый номер журнала «Румия», который был разработан медиацентром «Аль-Хайят».

Работу по борьбе с террористическим контентом в русскоязычном сегменте интернета активно ведет Роскомнадзор. Всего ведомство уже заблокировало 23 тыс. пропагандистских страничек. Причем наибольшая доля заблокированных материалов, почти треть от общего числа, приходится на социальную сеть «ВКонтакте» и портал YouTube.

В августе 2016 года стало известно, что сеть микроблогов Twitter заблокировала порядка 235 тыс. аккаунтов за пропаганду терроризма за полгода. При этом в компании отметили, что всего за год в Twitter было заблокировано 360 тыс. экстремистских профилей.";rtr.md;http://rtr.md/novosti/v-mire/smi-soobshhili-o-sozdanii-islamskim-gosudarstvom-russkoyazychnyx-redakcij;Новости;Русский;ИГИЛ
24.03.2017 11:19;667783;РБК рассказал о крупнейшем в России медиахолдинге в «недрах фабрики троллей»;"В рамках так называемой «фабрики троллей» в Санкт-Петербурге возник интернет-холдинг с аудиторией более 36 млн человек в месяц, сообщает РБК. В него входит минимум 16 порталов. Содержание этих ресурсов, по информации источников, обходится примерно в 270 млн руб. в год. Вероятным инвестором организации РБК называет структуры бизнесмена Евгения Пригожина.
По статистике LiveInternet, посещаемость самого крупного портала группы — Федерального агентства новостей (ФАН) — в феврале 2017 года составила 11 млн человек. ФАН и еще несколько СМИ холдинга появились в 2014 году. Сначала они находились в доме 55 по улице Савушкина в Санкт-Петербурге, где базируется «фабрика троллей». В 2015 году редакции уехали оттуда и сейчас работают в бизнес-центре «Ильич». Помимо Федерального агентства новостей там находятся редакции порталов «Экономика сегодня», «Политика сегодня» и «Народные новости». Директор ФАН Евгений Зубарев в беседе с РБК отверг связь организации с «фабрикой троллей». Он объяснил, что агентство работало на Савушкина, 55, потому что там была низкая стоимость аренды. 
В конце 2015 года на Савушкина появились несколько новых информационных площадок. Три — «Инфореактор», «ПолитЭксперт» и «Ньюинформ» — в феврале 2017-го получили регистрацию Роскомнадзора. Их учредителем является ООО «Новинфо». Общая аудитория порталов в феврале составляла около 9 млн человек.
«Фабрика троллей» занимается публикацией «патриотических комментариев и постов» в интернете. Сейчас в интернет-холдинге работают около 225–250 человек, средняя зарплата сотрудников — около 50–55 тыс. руб. Один из руководителей организации Алексей Никифоров рассказал, что содержание холдинга обходится примерно в 180 млн руб. в год. Другой источник, близкий к руководству группы, указал, что на фабрику тратится почти 270 млн руб.  
Подробнее о деятельности «фабрики троллей» — в материале журнала «Власть» «Трудности пиаровода».";kommersant.ru;http://www.kommersant.ru/doc/3250428;Новости;Русский;Фабрика троллей
24.03.2017 11:20;667922;Роскомнадзор: Пропагандисты ИГ* создали несколько русскоязычных редакций;Роскомнадзор сообщил о блокировке свыше 23 тысяч интернет-страниц с пропагандой террористической организации ИГ*. Около трети экстремистских материалов были размещены в социальной сети «Вконтакте» и на видеохостинге «Youtube». Отмечается, что оба ресурса также самостоятельно ограничивают доступ к подобному контенту. По данным газеты «Известия», в Исламском Государстве* функционирует несколько русскоязычных редакций, которые выпускают и распространяют в сети журналы и более популярный формат- видеоролики. Семь таких периодических изданий находятся под наблюдением российских правоохранителей. Ранее стало известно, что популярная социальная сеть Twitter заблокировала 377 тыс. аккаунтов за пропаганду терроризма. В компании отметили, что 74% этих страниц были выявлены благодаря внутренним инструментам для борьбы со спамом. *Организация запрещена в РФ;kp.ru;http://www.kp.ru/online/news/2693473/;Новости;Русский;ИГИЛ
24.03.2017 11:21;667687;Медиа-банкет от ресторатора Пригожина;В недрах «фабрики троллей» за два года вырос крупнейший в России медиахолдинг из 16 интернет-порталов с аудиторией более 36 млн человек в месяцРБК обнаружил интернет-холдинг, который вырос всего за два года. Сейчас это минимум 16 порталов с аудиторией более 36 млн человек в месяц. Содержание «фабрики медиа» с 200–250 сотрудниками обходится до 260 млн руб. в год, вероятный инвестор — структуры бизнесмена Евгения Пригожина.Посещаемость самого крупного портала группы — Федерального агентства новостей (ФАН) — в феврале 2017 года составила 11 млн человек, следует из статистики LiveInternet. По этому показателю ФАН обошло, например, сайты «Ведомостей» и «Коммерсанта». Совокупная посещаемость сайтов интернет-холдинга превышает 36 млн человек в месяц, что больше аудитории сайтов «РИА Новости» (около 28 млн) или, например, «Комсомольской правды» (примерно 33 млн человек), по данным LiveInternet.ФАН и еще несколько СМИ холдинга появились в 2014 году и изначально работали в доме 55 по улице Савушкина в Санкт-Петербурге. Именно здесь базируется скандально известная «фабрика троллей», сотрудники которой якобы должны писать в блогах и соцсетях комментарии в защиту действующей власти и пропагандировать патриотические ценности, об этом писали «Новая газета», «Фонтанка» и BBC.В 2015 году редакции СМИ переехали, сейчас они работают в бизнес-центре «Ильич», расположенном в нескольких километрах от Савушкина, 55. О причинах переезда сотрудникам сайтов тогда никто не говорил, но все понимали, что соседство с «фабрикой троллей» работало в минус, вспоминает бывший редактор ФАН. Директор агентства Евгений Зубарев в разговоре с журналом РБК отрицает связь редакции агентства с «фабрикой», а период «прописки» на Савушкина объясняет удобством и низкой стоимостью аренды помещения. В «Ильиче» помимо ФАН сейчас работают «Экономика сегодня», «Политика сегодня», «Народные новости», выяснил РБК.Менее чем через полгода после переезда — в конце 2015-го — на Савушкина появилась новая порция информационных площадок. Три из них — «Инфореактор», «ПолитЭксперт», «Ньюинформ» — в феврале 2017-го получили свидетельства Роскомнадзора. Учредителем СМИ выступает ООО «Новинфо», его единственный собственник Юрий Краснов подтвердил журналу РБК, что редакции работают на Савушкина, 55. Совокупная аудитория пяти порталов, созданных в конце 2015-го, в феврале достигла 9 млн человек.??Евгений ПригожинНа «фабрике медиа» сейчас работают около 225–250 человек, средняя зарплата журналистов — около 50–55 тыс. руб. Содержание холдинга обходится примерно в 180 млн руб. в год (с учетом аренды), рассказал журналу РБК один из руководителей организации Алексей Никифоров. Источник, близкий к руководству группы, назвал другую сумму — почти 270 млн руб. Собеседник журнала РБК, близкий к руководству холдинга, говорит, что прибыли организация не приносит. Журнал РБК изучил все сайты «фабрики медиа»: на момент подготовки материала баннерная реклама была только на ФАНе (оператор связи МТС, строительный холдинг ЛСР), на «Политпазле» внутри статей выскакивали рекламные ролики.«Новая газета» ранее писала, что к финансированию «фабрики троллей» имеют отношение структуры известного ресторатора Евгения Пригожина. Собеседник журнала РБК из окружения бизнесмена подтверждает эту информацию. Никифоров называет холдинг «частной компанией, которая содержит себя за счет рекламы». Зубарев говорит, что деньги выделяет «частный инвестор», имя которого он не раскрывает. Имя таинственного «частного инвестора» он категорически отказывается называть: «Помогают ли структуры Пригожина? Я комментировать не могу».Подробнее о деятельности «фабрики медиа» читайте в журнале РБК. На сайте РБК текст будет опубликован 24 марта.Андрей Захаров, Полина РусяеваFacebookTwitterВконтактеGoogle+Оригинал материала:;scandaly.ru;http://scandaly.ru/2017/03/24/media-banket-ot-restoratora-prigozhina/;Новости;Русский;Фабрика троллей
24.03.2017 11:30;667844;Роскомнадзор заблокировал 23 тысчи страниц за пропаганду ИГ;Роскомнадзор заблокировал 23 тысчи страниц за пропаганду ИГ© SecurityLabБолее 23 тысяч страниц с контентом на русском языке заблокированы Роскомнадзором из-за пропаганды ИГ (террористическая организация, запрещеная в РФ).Как сообщают «Известия» со ссылкой на доклад Роскомнадзора, почти треть экстремистского контента было обнаружено в социальной сети «Вконтакте» и на видеохостинге YouTube.«Обе площадки удаляют подобные материалы или ограничивают доступ к ним с территории России», — говорится в докладе.По данным Роскомнадзора, русскоязычные редакции ИГ выпускают фильмы и электронные журналы, которые затем распространяются в интернете.Особенно активно ИГ продвигает в интернете видеоролики. В одном из них критикуется современная система финансов, которую навязывают миру США, и рассказывается о преимуществе золота перед бумажными деньгами. При этом в ролике демонститрируются кадры убийств, совершенных террористами.Печатная продукцию ИГ распространяется в электронном виде в формате PDF, отмечают в Роскомнадзоре. На русском языке выходят семь периодических изданий экстремистской направленности, в том числе журнал «Румия», который с сентября 2016 года выпускает медиацентр «Аль-Хайят».Согласно закону «Об информации, информационных технологиях и о защите информации» Генпрокуратура России выявляет в сети экстремистские материалы и поручает их блокировку Роскомнадзору, также контент может быть признан противозаконным по решению суда.Понравился материал?помоги сайту!Комментарии;colta.ru;http://www.colta.ru/news/14320;Новости;Русский;ИГИЛ
24.03.2017 11:31;668791;"СМИ рассказали о русскоязычных редакциях ""Исламского государства""";"Запрещенная в России террористическая группировка ""Исламское государство"" создала специальные редакции для создания контента на русском языке. Правоохранительные органы знают о семи журналах экстремистской направленности, выходящих периодически на русском языке, сообщает газета ""Известия"" со ссылкой на источники в правоохранительных органах.В качестве примера издание приводит медиацентр ""Аль-Хайат"", разработавший в сентябре 2016 года первый номер журнала ""Румия"".При этом распространение видеоконтента является одним из наиболее популярных способов пропаганды в интернете. Отмечается, что известно о пяти популярных фильмах группировки.Утверждается, что за время работы с экстремистским контентом Роскомнадзор заблокировал более 23 тысяч страниц, пропагандирующих запрещенную в России ИГ.  Больше всего контента приходится на ""ВКонтакте"" и YouTube — треть общей массы.";kasparov.ru;http://www.kasparov.ru/material.php?id=58D4D5968399E;Новости;Русский;ИГИЛ
24.03.2017 11:35;667713;В недрах «фабрики троллей» вырос крупнейший в России медиахолдинг;Посещаемость самого крупного портала группы — Федерального агентства новостей (ФАН) — в феврале 2017 года составила 11 млн человек, следует из статистики LiveInternet. По этому показателю ФАН обошло, например, сайты «Ведомостей» и «Коммерсанта». Совокупная посещаемость сайтов интернет-холдинга превышает 36 млн человек в месяц, что больше аудитории сайтов «РИА Новости» (около 28 млн) или, например, «Комсомольской правды» (примерно 33 млн человек), по данным LiveInternet      ФАН и еще несколько СМИ холдинга появились в 2014 году и изначально работали в доме 55 по улице Савушкина в Санкт-Петербурге. Именно здесь базируется скандально известная «фабрика троллей», сотрудники которой якобы должны писать в блогах и соцсетях комментарии в защиту действующей власти и пропагандировать патриотические ценности, об этом писали «Новая газета», «Фонтанка» и BBC.   В 2015 году редакции СМИ переехали, сейчас они работают в бизнес-центре «Ильич», расположенном в нескольких километрах от Савушкина, 55. О причинах переезда сотрудникам сайтов тогда никто не говорил, но все понимали, что соседство с «фабрикой троллей» работало в минус, вспоминает бывший редактор ФАН. Директор агентства Евгений Зубарев в разговоре с журналом РБК отрицает связь редакции агентства с «фабрикой», а период «прописки» на Савушкина объясняет удобством и низкой стоимостью аренды помещения. В «Ильиче» помимо ФАН сейчас работают «Экономика сегодня», «Политика сегодня», «Народные новости», выяснил РБК.   Менее чем через полгода после переезда — в конце 2015-го — на Савушкина появилась новая порция информационных площадок. Три из них — «Инфореактор», «ПолитЭксперт», «Ньюинформ» — в феврале 2017-го получили свидетельства Роскомнадзора. Учредителем СМИ выступает ООО «Новинфо», его единственный собственник Юрий Краснов подтвердил журналу РБК, что редакции работают на Савушкина, 55. Совокупная аудитория пяти порталов, созданных в конце 2015-го, в феврале достигла 9 млн человек.??   На «фабрике медиа» сейчас работают около 225–250 человек, средняя зарплата журналистов — около 50–55 тыс. руб. Содержание холдинга обходится примерно в 180 млн руб. в год (с учетом аренды), рассказал журналу РБК один из руководителей организации Алексей Никифоров. Источник, близкий к руководству группы, назвал другую сумму — почти 270 млн руб. Собеседник журнала РБК, близкий к руководству холдинга, говорит, что прибыли организация не приносит. Журнал РБК изучил все сайты «фабрики медиа»: на момент подготовки материала баннерная реклама была только на ФАНе (оператор связи МТС, строительный холдинг ЛСР), на «Политпазле» внутри статей выскакивали рекламные ролики.   «Новая газета» ранее писала, что к финансированию «фабрики троллей» имеют отношение структуры известного ресторатора Евгения Пригожина. Собеседник журнала РБК из окружения бизнесмена подтверждает эту информацию. Никифоров называет холдинг «частной компанией, которая содержит себя за счет рекламы». Зубарев говорит, что деньги выделяет «частный инвестор», имя которого он не раскрывает. Имя таинственного «частного инвестора» он категорически отказывается называть: «Помогают ли структуры Пригожина? Я комментировать не могу».;prportal.com.ua;http://prportal.com.ua/Fakty/v-nedrah-fabriki-trolley-vyros-krupneyshiy-v-rossii-mediaholding;Новости;Русский;Фабрика троллей
24.03.2017 11:36;667703;Роскомнадзор заблокировал более 23 тысяч страниц ИГ;"РОСКОМНАДЗОР ЗАБЛОКИРОВАЛ БОЛЕЕ 23 ТЫСЯЧ СТРАНИЦ ИГ2017-03-24 11:17:20	Просмотры: 27В ИГ созданы русскоязычные редакции, которые выпускают распространяемые через интернет фильмы и электронные журналы.Как сообщает ""Известия"", больше всего экстремистского контента — в сумме почти треть общего числа — найдено в соцсети «ВКонтакте» и на видеохостинге YouTube. Обе площадки удаляют подобные материалы или ограничивают доступ к ним с территории России.Наиболее активно ИГ продвигает в сети видеоролики. Известно порядка пяти популярных фильмов террористической группировки. Что касается печатной продукции, то она распространяется через сеть в электронном виде в формате PDF. Российским правоохранителям известно о семи журналах экстремистской направленности, выходящих периодически на русском языке. Например, журнал «Румия» выпущен медиацентром «Аль-Хайят». Первый номер вышел в сентябре 2016 года.По закону «Об информации, информационных технологиях и о защите информации» Генпрокуратура России выявляет в сети экстремистские материалы и поручает их блокировку Роскомнадзору. Также контент может быть признан противозаконным по решению суда.Психиатр Михаил Виноградов отметил, что создаваемый ИГ контент нацелен на определенную категорию людей.""Это очень разные люди, но их объединяет отсутствие собственных ценностей.  Они не реализовались в социальном и психологическом плане. И готовы примкнуть к любому социально-психологическому течению, поскольку сами собой ничего не представляют"", - подчеркнул он.Глава регионального общественного центра интернет-технологий (РОЦИТ) Сергей Гребенников отметил, что во многих странах из-за всеобщей толерантности появилось множество религиозных экстремистских течений. Наиболее активными оказались представители радикального мусульманства.""Террористы ИГ сильны в пропаганде, основанной на вере. И церковь должна вести активную контрработу, предложить позитивную повестку, объяснить, для чего жить, — уверен Гребенников.  В интернете необходимо блокировать экстремистский контент, но начинать борьбу надо с офлайна"", - добавил он. Гребенников уверен: если многие государства не пересмотрят толерантные взгляды на экстремистские секты, победить радикалов в сети будет невозможно. ";grozny.tv;https://grozny.tv/news.php?id=19285;Новости;Русский;ИГИЛ
24.03.2017 11:42;667759;РОСКОМНАДЗОР ЗАБЛОКИРОВАЛ БОЛЕЕ 23 ТЫСЯЧ СТРАНИЦ ИГ;РОСКОМНАДЗОР ЗАБЛОКИРОВАЛ БОЛЕЕ 23 ТЫСЯЧ СТРАНИЦ ИГ;grozniy.bezformata.ru;http://grozniy.bezformata.ru/listnews/roskomnadzor-zablokiroval-bolee-23-tisyach/55974534/;Новости;Русский;ИГИЛ
24.03.2017 11:50;667732;В недрах «фабрики троллей» вырос крупнейший в России медиахолдинг;"РБК обнаружил интернет-холдинг, который вырос всего за два года. Сейчас это минимум 16 порталов с аудиторией более 36 млн человек в месяц. Содержание «фабрики медиа» с 200–250 сотрудниками обходится до 260 млн руб. в год, вероятный инвестор структуры бизнесмен Евгений Пригожин.Посещаемость самого крупного портала группы — Федерального агентства новостей (ФАН) — в феврале 2017 года составила 11 млн человек, следует из статистики LiveInternet. По этому показателю ФАН обошло, например, сайты «Ведомостей» и «Коммерсанта». Совокупная посещаемость сайтов интернет-холдинга превышает 36 млн человек в месяц, что больше аудитории сайтов «РИА Новости» (около 28 млн) или, например, «Комсомольской правды» (примерно 33 млн человек), по данным LiveInternet.ФАН и еще несколько СМИ холдинга появились в 2014 году и изначально работали в доме 55 по улице Савушкина в Санкт-Петербурге. Именно здесь базируется скандально известная «фабрика троллей», сотрудники которой якобы должны писать в блогах и соцсетях комментарии в защиту действующей власти и пропагандировать патриотические ценности, об этом писали «Новая газета», «Фонтанка» и BBC.В 2015 году редакции СМИ переехали, сейчас они работают в бизнес-центре «Ильич», расположенном в нескольких километрах от Савушкина, 55. О причинах переезда сотрудникам сайтов тогда никто не говорил, но все понимали, что соседство с «фабрикой троллей» работало в минус, вспоминает бывший редактор ФАН. Директор агентства Евгений Зубарев в разговоре с журналом РБК отрицает связь редакции агентства с «фабрикой», а период «прописки» на Савушкина объясняет удобством и низкой стоимостью аренды помещения. В «Ильиче» помимо ФАН сейчас работают «Экономика сегодня», «Политика сегодня», «Народные новости», выяснил РБК.Менее чем через полгода после переезда — в конце 2015-го — на Савушкина появилась новая порция информационных площадок. Три из них — «Инфореактор», «ПолитЭксперт», «Ньюинформ» — в феврале 2017-го получили свидетельства Роскомнадзора. Учредителем СМИ выступает ООО «Новинфо», его единственный собственник Юрий Краснов подтвердил журналу РБК, что редакции работают на Савушкина, 55. Совокупная аудитория пяти порталов, созданных в конце 2015-го, в феврале достигла 9 млн человек.??На «фабрике медиа» сейчас работают около 225–250 человек, средняя зарплата журналистов — около 50–55 тыс. руб. Содержание холдинга обходится примерно в 180 млн руб. в год (с учетом аренды), рассказал журналу РБК один из руководителей организации Алексей Никифоров. Источник, близкий к руководству группы, назвал другую сумму — почти 270 млн руб. Собеседник журнала РБК, близкий к руководству холдинга, говорит, что прибыли организация не приносит. Журнал РБК изучил все сайты «фабрики медиа»: на момент подготовки материала баннерная реклама была только на ФАНе (оператор связи МТС, строительный холдинг ЛСР), на «Политпазле» внутри статей выскакивали рекламные ролики.«Новая газета» ранее писала, что к финансированию «фабрики троллей» имеют отношение структуры известного ресторатора Евгения Пригожина. Собеседник журнала РБК из окружения бизнесмена подтверждает эту информацию. Никифоров называет холдинг «частной компанией, которая содержит себя за счет рекламы». Зубарев говорит, что деньги выделяет «частный инвестор», имя которого он не раскрывает. Имя таинственного «частного инвестора» он категорически отказывается называть: «Помогают ли структуры Пригожина? Я комментировать не могу».Подробнее на РБК:http://www.rbc.ru/technology_and_media/23/03/2017/58d2c2df9a7947273ccb28e5 				 			 		 		 	 	 					 								Источник: http://www.internews.kz/newspage/24-03-2017/8957";ivest.kz;http://news.ivest.kz/122682787-v-nedrah-fabriki-trolley-vyros-krupneyshiy-v-rossii-mediaholding;Новости;Русский;Фабрика троллей
